valid_time,latitude,longitude,tp,t2m,u10,v10,d2m
1990-01-11 12:00:00,39.5,22.5,0.0,280.19046,0.5583496,0.43875122,269.87302
1990-01-11 12:00:00,39.75,22.25,0.0,279.585,0.32983398,0.60964966,267.9648
1990-01-11 12:00:00,39.75,22.5,0.0,280.13187,0.39135742,0.48562622,269.30075
1990-01-11 18:00:00,39.5,22.25,0.0,273.8694,-0.34980774,0.5747986,267.26218
1990-01-11 18:00:00,39.5,22.5,0.0,271.90454,-0.5021515,0.7496033,267.91647
1990-01-11 18:00:00,39.75,22.25,0.0,270.86548,0.0027313232,-0.66934204,266.63718
1990-01-11 18:00:00,39.75,22.5,0.0,274.95728,0.5398407,-0.18789673,268.0571
1990-01-12 00:00:00,39.5,22.25,0.0,266.54004,-0.20454407,0.6926575,265.2662
1990-01-12 00:00:00,39.5,22.5,0.0,267.31738,-0.4848175,0.5744934,266.46152
1990-01-12 00:00:00,39.75,22.25,0.0,268.72754,0.02494812,-1.2458191,264.53378
1990-01-12 00:00:00,39.75,22.5,0.0,272.458,0.64115906,-0.28878784,265.0455
1990-01-12 06:00:00,39.5,22.25,0.0,266.8219,-0.24183655,0.76960754,265.1516
1990-01-12 06:00:00,39.5,22.5,0.0,266.8805,-0.67152405,0.8799591,266.00122
1990-01-12 06:00:00,39.75,22.25,0.0,269.52698,-0.00062561035,-1.5868378,263.73364
1990-01-12 06:00:00,39.75,22.5,0.0,271.9254,0.6946869,-0.31047058,264.30396
1990-01-12 12:00:00,39.5,22.25,0.0,280.8404,-0.072753906,0.26278687,269.01376
1990-01-12 12:00:00,39.5,22.5,0.0,280.39313,0.28955078,0.37313843,269.0919
1990-01-12 12:00:00,39.75,22.25,0.0,279.93805,0.3491211,0.38485718,268.30673
1990-01-12 12:00:00,39.75,22.5,0.0,280.13922,0.37939453,0.57821655,268.4337
1990-01-12 18:00:00,39.5,22.25,0.0,273.4259,-0.68388367,1.0948486,268.2445
1990-01-12 18:00:00,39.5,22.5,0.0,271.77942,-1.2405243,0.95129395,268.04138
1990-01-12 18:00:00,39.75,22.25,0.0,272.96497,-0.15849304,-0.9744873,268.01404
1990-01-12 18:00:00,39.75,22.5,0.0,276.5763,0.07295227,-0.37976074,268.39294
1990-01-13 00:00:00,39.5,22.25,0.0,267.55505,-0.3069458,0.93307495,265.3687
1990-01-13 00:00:00,39.5,22.5,0.0,268.2406,-0.6194458,0.8608093,266.16364
1990-01-13 00:00:00,39.75,22.25,0.0,270.50623,-0.09698486,-1.5766907,265.39215
1990-01-13 00:00:00,39.75,22.5,0.0,274.7035,0.416687,-1.1557922,267.37262
1990-01-13 06:00:00,39.5,22.25,0.0,267.13733,-0.19735718,1.0102997,264.3875
1990-01-13 06:00:00,39.5,22.5,0.0,267.8424,-0.4102478,0.9477997,264.8426
1990-01-13 06:00:00,39.75,22.25,0.0,269.9049,-0.13095093,-1.7680206,264.28986
1990-01-13 06:00:00,39.75,22.5,0.0,272.49866,0.11514282,-1.8637238,267.0926
1990-01-13 12:00:00,39.5,22.25,0.0,282.37003,-0.31530762,0.06674194,272.65613
1990-01-13 12:00:00,39.5,22.5,0.0,281.77628,-0.430542,0.07455444,274.9823
1990-01-13 12:00:00,39.75,22.25,0.0,280.829,-0.07800293,0.60873413,271.52527
1990-01-13 12:00:00,39.75,22.5,0.0,281.05948,-0.5682373,-0.072906494,274.53503
1990-01-13 18:00:00,39.5,22.25,0.0,275.17743,-0.45732117,0.39712524,270.7895
1990-01-13 18:00:00,39.5,22.5,0.0,274.88055,-0.6252899,0.56411743,272.51215
1990-01-13 18:00:00,39.75,22.25,0.0,271.90204,-0.11552429,-0.73373413,269.16644
1990-01-13 18:00:00,39.75,22.5,0.0,275.74384,0.08076477,-0.26010132,272.91644
1990-01-14 00:00:00,39.5,22.25,0.0,267.71082,-0.12426758,0.79623413,266.47925
1990-01-14 00:00:00,39.5,22.5,0.0,268.99402,-0.3684082,1.013031,268.7527
1990-01-14 00:00:00,39.75,22.25,0.0,268.8573,0.006591797,-1.5982971,265.67456
1990-01-14 00:00:00,39.75,22.5,0.0,271.90222,0.6296387,-0.9215393,267.6941
1990-01-14 06:00:00,39.5,22.25,0.0,266.00085,-0.42384338,1.2489014,263.99866
1990-01-14 06:00:00,39.5,22.5,0.0,267.32703,-0.70118713,1.164917,266.39124
1990-01-14 06:00:00,39.75,22.25,0.0,268.6239,-0.06642151,-1.772583,261.69592
1990-01-14 06:00:00,39.75,22.5,0.0,270.0985,0.8730316,-1.0274658,264.52014
1990-01-14 12:00:00,39.5,22.25,0.0,281.15814,-0.28259277,0.39134216,270.7943
1990-01-14 12:00:00,39.5,22.5,0.0,280.73236,-0.0501709,0.4108734,272.0326
1990-01-14 12:00:00,39.75,22.25,0.0,280.18353,-0.099975586,0.4889984,269.09705
1990-01-14 12:00:00,39.75,22.5,0.0,280.27338,-0.3284912,0.41966248,271.1693
1990-01-14 18:00:00,39.5,22.25,0.0,275.89587,-0.64356995,0.5205841,270.1363
1990-01-14 18:00:00,39.5,22.5,0.0,275.5658,-1.0634918,0.65437317,271.2906
1990-01-14 18:00:00,39.75,22.25,0.0,272.32556,-0.21192932,-0.85246277,268.52496
1990-01-14 18:00:00,39.75,22.5,0.0,276.27087,-0.03224182,-0.5760956,271.09918
1990-01-15 00:00:00,39.5,22.25,0.0,270.68738,0.11383057,0.5469513,267.9591
1990-01-15 00:00:00,39.5,22.5,0.0,271.62292,-0.07269287,0.42878723,270.07825
